Good performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;;;;;;;;;;;;;;;;
11,75821;19,1615;18,61177;16,44989;18,08763;17,96601;16,16115;13,58247;17,35844;13,82581;14,80578;12,67531;12,9325;16,65955;15,46433;14,36324;13,93504;14,79523;17,36059;11,64784;16,81703;17,39607;12,73803;13,06349;16,65396;11,38161;12,54566;17,75356;19,09656;13,83852;14,41275;17,45435;13,96836;19,41924;14,37423;15,38852;15,2113375;15,53596643;;;2;2;13,7;12,778;156,22;0,117210304;-0,245026118;-0,303357502;P01599;P01599;Ig kappa chain V-I region Gal;
12,57746;11,04455;12,77968;12,35614;12,59658;12,11589;10,42015;12,3839;12,82759;14,3357;13,45282;11,5204;13,02722;11,28203;16,25314;14,55458;13,86094;13,10053;17,02605;16,93215;16,38805;16,17973;17,10431;17,02864;18,46734;16,57775;16,38083;16,42645;15,79177;12,63652;13,15596;18,62599;12,10639;12,49047;13,01024;14,65043;14,44748708;14,35859714;;;3;1;10,9;37,65;4,1377;0,123545046;-0,24732495;-0,318025611;Q03591;Q03591;Complement factor H-related protein 1;CFHR1
9,726877;11,83886;11,63679;12,02531;12,37584;14,44189;15,79434;13,87425;12,78958;18,14584;13,78147;17,4967;16,49209;17,77526;15,17449;15,60046;16,49049;13,45107;15,56763;16,96296;13,64278;16,54857;17,62035;17,57008;16,44445;17,53845;16,62813;16,83207;17,58937;14,6258;13,40497;12,26598;13,11144;15,79741;13,6149;13,44661;14,76459363;15,10567643;;;3;3;8;40,876;7,0263;0,13411403;-0,258218468;-0,342180866;Q16769;Q16769;Glutaminyl-peptide cyclotransferase;QPCT
18,67694;18,27762;19,21838;19,37571;18,24344;19,33466;16,36328;19,39964;18,2896;13,85308;20,62337;18,50669;18,88334;20,61504;20,93761;19,04153;20,26064;19,77394;17,41559;20,98808;18,338;18,68705;20,66432;18,23369;19,22807;18,70873;18,97452;19,27803;21,38948;20,37761;13,76607;19,36478;19,62038;19,95971;12,76974;20,46513;18,31223125;19,00841857;;;8;7;12,1;76,684;110,41;0,173873062;-0,290890626;-0,42976182;P09871;P09871;"Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain";C1S
19,80674;17,72101;19,01272;20,47427;20,25165;19,4342;21,77507;16,46994;18,70937;13,85396;17,70482;18,39285;18,47485;21,581;13,96703;15,01925;18,87249;19,65071;19,54129;14,14206;16,48961;18,15798;19,14624;18,76367;17,28861;19,02832;17,43681;19,40075;19,05115;18,43168;12,8354;18,68958;18,22793;18,77298;12,5378;18,52432;18,59219458;18,18639714;;;3;3;2,4;173,4;4,6655;0,165436878;-0,321463987;-0,411588802;A4FU69;A4FU69;EF-hand calcium-binding domain-containing protein 5;EFCAB5
26,13271;26,5106;25,81438;26,09434;26,77379;25,84285;28,72042;27,82049;26,82772;26,59206;27,62666;26,98283;26,95471;28,70127;26,95471;26,89227;28,2566;28,20895;26,89134;27,32903;26,97662;26,87267;27,19056;27,52425;27,28621;27,63492;26,83135;27,77706;29,00059;28,35771;24,66584;27,79532;27,47576;28,56012;22,21978;26,78044;25,88179875;27,27691;;;35;34;45,3;77,063;323,31;0,342835724;-0,322355654;-0,75725503;P02787;P02787;Serotransferrin;TF
17,52221;11,82494;15,73632;15,87829;16,15648;14,62834;12,36275;18,95143;15,31607;14,08149;19,02451;14,25653;19,33817;13,2988;14,00954;14,45311;13,77413;15,81087;12,73438;17,08545;13,44287;12,31991;18,26013;12,5485;16,34075;14,00878;17,72234;11,38853;17,74767;19,94721;15,03818;16,01114;19,15766;16,31962;13,33699;15,52699;15,40319042;15,62643929;;;6;6;7,1;94,573;24,096;0,161524524;-0,326850786;-0,403088622;P13591;P13591;Neural cell adhesion molecule 1;NCAM1
19,75029;21,49497;20,94585;19,2456;17,67666;20,36282;17,18872;18,33739;20,04327;16,54282;19,54367;20,52277;21,14762;19,20555;15,50957;16,23389;20,8771;19,21679;16,5691;20,30675;17,93105;20,35477;15,62679;14,94718;21,51922;15,11801;17,45411;16,1931;20,52974;15,285;19,59492;22,92756;19,88398;20,39331;19,89826;19,06708;18,28803167;19,02756714;;;13;13;21,9;59,578;323,31;0,189966853;-0,343052784;-0,463861049;P04196;P04196;Histidine-rich glycoprotein;HRG
12,24983;11,12866;13,40846;13,29399;11,9102;14,15727;13,6826;11,03281;12,72005;13,92671;13,37479;13,98562;15,7621;19,99023;13,95211;15,41767;12,96412;20,22211;18,16251;11,58228;13,69386;12,01036;19,8922;12,45077;12,67121;13,1966;11,4218;15,37382;20,37188;14,24822;12,20759;20,98961;12,18318;19,93704;13,4018;12,94632;14,24823458;14,65727643;;;1;1;0,4;263,83;2,9112;0,133972806;-0,351892044;-0,341860654;P18583;P18583;Protein SON;SON
18,08794;19,11523;20,25269;20,08187;19,29672;18,49162;19,226;21,70974;21,728;13,61956;21,0408;18,93491;20,7874;21,55253;15,47209;17,49397;18,1444;20,52678;20,84491;20,64456;18,45555;18,35557;20,60585;19,97449;16,96894;21,47179;18,19041;20,7936;22,14118;21,1934;17,54585;21,44708;19,26282;21,27702;19,42972;18,90812;19,54620167;19,74864643;;;13;13;27,2;70,036;323,31;0,234967851;-0,358097795;-0,555564211;"P00734;CON__P00735";P00734;"Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain";F2
21,097;18,80032;21,97803;21,70092;19,81511;21,81339;22,29872;21,14488;21,90169;21,25839;20,34798;20,0764;18,7184;20,40062;20,33505;19,71581;18,59332;20,27424;18,88873;17,77024;18,7278;18,46583;18,94695;17,69105;18,3915;16,73939;17,66504;14,64004;19,28213;19,46603;21,38559;17,09558;20,36581;17,10482;22,00374;18,05764;19,35989292;19,75118929;;;14;14;16,2;113,75;216,52;0,255042684;-0,367484192;-0,594899297;Q02413;Q02413;Desmoglein-1;DSG1
12,71779;20,31197;12,48115;16,33941;20,04687;16,62528;17,29939;23,89671;17,92631;19,09795;14,40188;13,28804;13,05735;21,68804;16,58239;18,60371;15,407;13,03569;19,12533;18,63211;18,71776;17,10534;20,6826;20,32136;18,44451;20,50028;19,03647;19,81711;20,92622;20,97736;13,5876;18,89362;18,40591;19,02675;12,0104;17,0281;17,24670458;17,89850357;;;6;6;44,5;15,799;150,05;0,143714589;-0,377289623;-0,363791539;"P01034;REV__P08887";P01034;Cystatin-C;CST3
11,4448;11,64332;12,53168;12,41461;13,14238;12,05725;14,81388;12,31489;16,96195;14,2271;14,61293;13,35344;14,69445;16,2738;14,20893;14,84883;14,5589;13,23067;14,50407;17,24479;15,56588;14,3905;18,08623;17,75284;17,03789;17,94404;10,88094;18,10062;15,82962;16,80322;13,76843;12,9312;11,75644;15,05689;13,3645;11,83435;14,29361375;14,70692786;;;2;2;7,3;33,868;12,981;0,24860085;-0,421050963;-0,582375868;Q9UBR2;Q9UBR2;Cathepsin Z;CTSZ
12,41127;17,78718;16,73899;18,46977;16,83492;16,23043;16,29419;16,40171;18,09831;14,37873;17,29069;18,98415;13,44428;18,91637;15,08535;19,00829;19,61222;17,98815;14,48564;19,48958;16,23906;16,50991;19,63773;14,99872;16,56115;17,59448;16,55577;16,29633;18,95382;18,27567;15,29473;17,80612;12,51695;19,4015;17,71786;16,7866;16,41079458;17,19480357;;;7;7;16;71,712;186,19;0,29937854;-0,450741935;-0,678727101;Q6EMK4;Q6EMK4;Vasorin;VASN
11,87662;12,89151;14,93678;13,1733;13,61965;12,03573;15,64937;10,60755;19,40383;12,74485;15,2906;13,17963;12,58144;14,58555;14,20461;15,09046;13,22915;11,71305;16,15735;16,16404;16,18926;16,39969;17,27157;16,71398;17,46204;12,32936;13,85521;15,89948;12,50142;13,01817;13,60428;15,60895;16,79106;14,21924;15,06091;20,51229;14,43958958;14,90260071;;;8;8;12;89,321;25,343;0,25625936;-0,450983772;-0,597254365;P55072;P55072;Transitional endoplasmic reticulum ATPase;VCP
11,44025;11,52185;11,16604;12,96481;12,04405;17,55697;10,58581;13,45417;12,26898;14,30729;13,28996;11,72464;11,47958;20,50862;15,34466;13,33455;12,29189;16,54912;12,55034;12,35386;16,55832;11,25927;19,15815;17,80253;17,39816;11,97875;19,89196;15,25026;13,94206;14,28215;13,04217;14,26048;21,59482;13,95619;12,48645;24,95664;14,22090375;14,85720214;;;60;57;34;246,47;323,31;0,160124641;-0,468339307;-0,400035838;P11277;P11277;Spectrin beta chain, erythrocytic;SPTB
12,17689;12,34317;11,33314;11,86859;12,17967;13,71038;18,66553;16,65074;17,49318;12,37336;17,09383;12,40946;13,40106;17,76655;15,04816;15,47376;13,85624;15,04162;18,25673;13,0003;12,96527;17,71384;17,40333;14,69794;17,47421;15,82987;11,51863;10,4618;13,59407;12,1488;14,47716;10,59046;13,53273;16,59782;16,9897;12,36724;14,14332917;14,70294786;;;7;7;14,2;72,332;18,758;0,252047226;-0,490950287;-0,589087292;P11021;P11021;78 kDa glucose-regulated protein;HSPA5
23,02171;21,54656;20,49531;20,36656;18,66049;22,57732;22,74255;17,49099;20,48326;13,38797;19,38515;19,09153;25,45494;18,87882;22,02384;21,22476;22,24417;23,0357;24,11878;19,39224;21,55023;23,22756;19,48585;21,889;21,8446;18,12923;23,13474;21,06992;21,20711;21,50703;13,17825;23,13698;21,65355;22,44932;18,24209;22,28472;20,78043708;21,12309143;;;12;12;24,3;49,439;65,651;0,232034792;-0,491747615;-0,549739732;P01871;P01871;Ig mu chain C region;IGHM
18,49291;17,31052;22,16959;21,11331;20,03564;20,76967;25,13759;20,87072;24,25731;22,42047;21,93276;25,67198;23,25638;22,77173;26,63893;25,31306;25,54242;24,30389;13,48169;17,41658;15,62622;13,51804;20,16349;15,76888;12,82263;15,67403;12,79531;13,94782;14,94086;17,04206;20,52066;16,09686;19,42763;15,37402;22,09291;17,55562;19,14353375;19,81499;;;6;6;30,4;15,164;77,101;0,137542481;-0,502974597;-0,34993374;Q01469;Q01469;Fatty acid-binding protein, epidermal;FABP5
18,4906;20,42347;20,32103;20,53251;21,26899;19,25935;11,96942;22,7296;21,35213;17,29024;19,54779;15,4279;12,61987;19,54096;14,86254;15,60221;14,20673;13,93682;21,72351;22,13771;21,7062;21,49955;22,35872;24,01784;22,83152;20,10111;23,33456;23,52624;24,12857;24,99183;23,00797;24,81377;23,93706;22,98569;21,76239;21,50872;20,36286917;20,58240143;;;6;6;47,6;15,887;127,85;0,166051329;-0,509605909;-0,412919587;P02766;P02766;Transthyretin;TTR
20,47407;19,51335;20,66284;21,38459;20,54416;20,27321;25,70411;21,998;20,1801;23,55368;22,1858;23,81763;22,89576;24,05846;23,5122;23,12868;23,9486;24,06415;19,9679;17,8273;17,58388;16,93099;17,65004;17,4329;17,66039;17,92015;16,30044;18,59492;20,08965;22,42119;20,08797;18,52352;19,16879;17,52742;21,84648;20,15808;20,36468083;20,85692286;;;8;8;31,1;16,537;250,59;0,256093062;-0,511718527;-0,596932659;P61626;P61626;Lysozyme C;LYZ
18,67263;17,22317;20,3469;19,82018;19,51578;20,6189;21,60824;19,34352;20,37401;20,57893;17,2534;12,87414;11,93301;18,62592;14,39357;15,19324;18,05838;18,89223;16,94843;17,42661;19,08595;18,04777;18,35982;18,54412;16,51039;18,45318;17,77745;16,62028;16,30944;16,7345;18,46416;16,81716;18,56063;15,07903;20,48129;19,02126;18,06306667;18,21793286;;;6;6;21,1;34,735;41,207;0,30755755;-0,51263481;-0,693767432;P05089;P05089;Arginase-1;ARG1
24,58377;20,37761;22,48628;20,3456;20,34397;22,43074;20,70455;20,62685;21,42142;21,99852;19,72151;22,74723;23,36666;17,84083;22,43229;23,10799;23,91342;22,55857;11,87034;19,33989;18,30309;20,35971;18,58182;19,38974;21,47897;19,93517;20,72134;22,03056;23,04991;20,03214;17,83467;22,66917;22,14205;20,9202;17,81146;23,94771;20,19848958;21,1885;;;8;2;31,8;35,94;76,396;0,271678212;-0,51637665;-0,626824985;P01861;P01861;Ig gamma-4 chain C region;IGHG4
11,31562;11,22935;12,79393;12,84591;13,03616;15,69019;12,90039;17,553;10,61126;14,9885;16,01232;12,42007;13,78924;14,16514;15,67383;15,04938;12,44597;16,02903;15,85365;17,56458;13,42798;11,15887;17,71424;16,55535;17,66761;16,98782;19,54623;17,6314;17,16938;16,27028;13,71868;15,8638;14,94154;11,94982;13,23045;13,29899;14,93630958;15,01911643;;;5;5;7,1;86,942;95,185;0,2934111;-0,526737009;-0,667673537;"P05067;Q06481";P05067;"Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31";APP
21,85639;23,03567;21,26516;11,87871;22,19575;12,2492;19,56473;19,46058;22,33405;19,81955;19,60491;20,28286;20,20072;22,08414;15,88284;20,09197;20,52277;19,98607;23,07452;18,60168;21,74435;22,00309;20,46881;20,3252;21,70489;22,80008;21,50038;23,15789;23,69509;20,25673;13,005;23,90692;20,67504;24,39048;11,57622;22,93224;19,73494417;20,55493143;;;3;1;32,2;12,496;10,59;0,191159046;-0,538310453;-0,466358263;"P01624;A0A0C4DH55";"P01624;A0A0C4DH55";Ig kappa chain V-III region POM;IGKV3D-7
20,20455;20,76085;18,83658;18,37543;18,95937;19,76481;21,40239;16,7694;18,0388;16,63651;17,9518;16,98549;19,23238;17,66539;15,40156;14,15523;18,10185;18,23505;21,6631;18,60226;19,27002;19,94206;19,0747;19,22654;22,20586;18,10401;21,70447;17,79551;19,38461;14,75502;13,30101;19,09489;18,71223;11,59757;17,21627;18,87918;17,77763333;18,615995;;;2;2;13,8;18,098;9,9745;0,309457155;-0,553138318;-0,697242733;P01591;P01591;Immunoglobulin J chain;IGJ
16,45898;12,49973;12,40305;11,51829;12,03971;15,95142;14,81072;13,8834;14,48765;14,64019;12,10024;14,1173;15,36577;15,28186;14,28351;17,65606;15,83113;13,69062;11,82523;12,49914;15,3252;12,6598;16,25002;15,71942;12,02254;20,20275;17,00525;17,18389;13,29175;16,48577;12,66681;11,14224;15,75322;16,30501;13,80906;12,37326;14,22172375;14,77217857;;;6;6;20,6;43,779;75,854;0,355778634;-0,557203349;-0,78001345;P04278;P04278;Sex hormone-binding globulin;SHBG
14,12126;12,37492;14,26456;13,58958;12,91666;16,9668;12,69596;13,4396;14,28526;14,29594;12,98907;13,28441;14,33869;15,49523;14,39768;13,46066;14,08592;16,55181;12,28174;11,6491;12,44105;13,25225;14,103;12,93529;15,09803;13,26267;13,12578;16,42761;15,89093;13,44329;14,26803;16,19453;18,0568;14,52729;14,34932;19,0247;14,16668417;14,61756857;;;4;1;32,7;16,14;167,77;0,486284813;-0,561228281;-0,995817164;P69891;P69891;Hemoglobin subunit gamma-1;HBG1
13,11929;12,86334;14,36188;12,55334;13,67738;13,22765;12,84458;16,15593;12,51809;15,38048;17,16918;13,88547;12,49935;18,40387;16,01554;13,53517;13,64522;13,06504;12,35192;17,27576;13,14502;18,94092;17,0228;18,29621;16,81014;17,55555;14,96556;15,6499;18,09836;13,99179;13,45602;14,9591;16,31865;15,26422;13,88451;15,3806;14,48324292;15,31234571;;;14;14;3,5;504,6;41,78;0,407670439;-0,588936812;-0,868634342;Q07954;Q07954;"Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain";LRP1
13,58296;10,62394;13,55627;12,24732;18,05394;13,70315;16,71626;17,86242;16,28784;11,84142;17,71055;20,44111;17,87688;17,58086;15,07809;15,99287;18,04596;16,67093;15,92894;16,99292;12,23622;10,76247;15,58061;15,96025;14,77479;15,28789;12,47165;11,55188;17,0696;16,15298;14,71593;15,25562;12,92383;17,19162;16,57273;11,57237;15,2607375;15,55531214;;;6;6;11;59,582;14,175;0,317138066;-0,596189418;-0,711227369;Q6UX71;Q6UX71;Plexin domain-containing protein 2;PLXDC2
17,22496;18,62906;19,3623;19,0036;17,4995;19,4051;17,71472;14,25197;13,24634;18,5785;14,77598;16,03282;11,89775;20,7862;14,26935;16,5632;13,60235;13,28542;20,36762;20,11362;20,34343;19,96607;18,70425;20,4025;21,04567;20,51547;20,38743;20,49902;20,42982;19,23536;13,66646;21,55122;18,93436;21,28681;16,74373;19,52573;17,41192208;18,41602286;;;6;6;27,3;26,721;200,28;0,271181452;-0,59677812;-0,625880099;P02746;P02746;Complement C1q subcomponent subunit B;C1QB
17,20132;12,36169;17,0899;13,98544;12,64034;13,33776;19,21906;17,61906;19,65192;12,93138;14,60088;11,82864;13,98122;17,4949;14,07891;13,41971;13,48892;13,08869;17,98159;16,01426;18,01378;18,12853;17,25193;17,10329;17,19537;15,45821;12,6951;11,05603;12,22344;14,19264;13,01791;15,66681;13,50718;10,45168;13,72644;19,70296;15,11517792;15,40634286;;;3;2;13,1;22,11;4,5085;0,303282303;-0,600975439;-0,685921383;"Q06830;Q13162";Q06830;Peroxiredoxin-1;PRDX1
16,59524;17,37509;17,41658;12,43473;16,58619;13,43117;18,85081;18,44054;21,41411;18,52309;18,25875;16,2121;19,59268;15,74531;14,67011;15,33248;19,67109;18,68319;20,99092;20,18713;20,52659;21,04514;21,70654;19,50341;19,6311;19,35505;20,11845;20,33811;20,87222;20,67409;14,07185;21,27481;19,65409;20,94835;13,39471;18,77758;18,29855042;18,76732357;;;1;1;13,7;12,848;89,152;0,302538965;-0,605465846;-0,684553697;"P01594;P01593";"P01594;P01593";"Ig kappa chain V-I region AU;Ig kappa chain V-I region AG";
20,09107;17,5009;21,59905;20,0478;19,31772;20,25949;20,18942;20,36752;20,3093;19,80217;18,46985;13,11328;13,949;17,80303;14,97441;13,86441;12,24221;18,94872;17,21807;16,04266;18,59179;18,17509;16,92602;16,57948;17,02734;17,07525;14,92249;12,92463;11,55633;22,74792;12,90645;23,17817;16,2891;16,7512;18,79506;15,44986;16,90253917;17,76493429;;;11;11;20,8;81,744;323,31;0,25790058;-0,615064571;-0,600426105;P14923;P14923;Junction plakoglobin;JUP
16,15889;12,08386;16,19015;13,75368;12,51028;13,33234;15,69016;13,85378;15,89846;14,18188;13,62259;13,44269;13,80388;15,05532;15,19346;13,48192;14,2006;15,25495;14,17063;14,49148;13,31265;11,53307;15,84402;13,07469;15,79114;13,7069;16,21911;14,48677;12,22952;13,00038;13,20967;11,48425;13,0322;8,929901;13,57122;18,06271;13,87044379;14,37591929;;;2;2;7,5;28,433;4,3563;0,535154755;-0,621541048;-1,071168575;P25788;P25788;Proteasome subunit alpha type-3;PSMA3
19,7264;20,69914;19,84296;20,50504;19,73973;20,72825;20,92854;20,22376;20,0208;15,14716;21,00696;20,71883;21,78568;21,01161;17,41262;14,4715;20,05523;21,03872;19,63005;20,46034;20,33647;20,90102;18,37093;17,85307;20,78133;20,85658;20,33974;22,02621;21,90411;20,83977;17,11766;21,91954;20,65823;20,59122;17,5743;19,75952;19,18407583;20,29609714;;;11;11;18,8;54,305;103,25;0,5158963;-0,621656536;-1,041786279;"P04004;CON__Q3ZBS7";P04004;"Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B";VTN
11,8972;10,34651;13,14198;13,43271;12,9;14,10062;12,80826;10,60969;12,45572;13,79008;16,81453;13,35613;12,47269;16,66789;14,90695;14,31179;13,64864;10,5843;16,288;16,12113;15,40255;16,09369;15,41624;16,05259;16,01158;15,10832;14,25717;11,00945;18,96888;13,81404;15,4691;11,34801;12,90193;10,93139;14,40441;13,8915;13,79449042;14,31741286;;;7;7;22,8;33,285;62,7;0,4177098;-0,622326002;-0,885325947;P49788;P49788;Retinoic acid receptor responder protein 1;RARRES1
18,73105;16,26364;17,81653;11,94079;15,42256;17,56874;17,74209;14,54557;19,78588;14,88794;13,921;11,73023;13,42954;16,18412;14,35608;14,01847;13,42087;12,2615;17,82028;16,8322;15,95799;15,9636;17,99987;14,72515;17,86054;15,0215;16,77584;16,13695;12,54736;12,93062;16,07022;15,74176;16,15677;12,00013;15,05541;15,85402;15,6840675;15,813955;;;7;3;35,1;27,745;323,31;0,420198117;-0,62843625;-0,889441567;P63104;P63104;14-3-3 protein zeta/delta;YWHAZ
18,35943;17,72667;19,71141;19,38739;18,20266;20,66839;21,75723;19,40989;21,21169;21,16809;19,87975;17,79861;14,53617;19,50452;17,63984;15,23568;17,74491;16,88512;19,26132;18,14271;20,70801;19,21989;18,80489;18,67225;19,57981;17,31425;19,46619;17,75414;17,35389;16,75134;17,6608;18,54121;21,3878;16,60145;20,49082;21,89178;18,10914792;19,17535071;;;4;3;12,8;36,053;248,26;0,526057403;-0,631026454;-1,057337964;P04406;P04406;Glyceraldehyde-3-phosphate dehydrogenase;GAPDH
17,34117;11,14359;15,81598;17,15096;14,62073;17,07075;14,52451;16,02834;16,60993;13,32223;19,1645;17,98998;14,37937;16,63254;21,52678;14,69125;17,26618;16,67604;11,49558;17,63616;12,13579;12,19235;19,33464;12,41777;13,44214;12,31163;18,33987;17,49357;17,31814;11,74978;14,32635;16,37246;15,29272;16,54498;18,1767;16,92741;15,38178625;16,09852571;;;5;5;7;87,527;41,121;0,3332496;-0,640183796;-0,740218835;P33151;P33151;Cadherin-5;CDH5
13,42055;12,16269;13,35443;11,93998;10,31808;13,69498;15,84598;14,0058;13,01612;14,53968;17,91637;11,80955;16,13789;16,18623;17,91783;18,87999;12,62603;13,44078;11,9042;15,00295;13,31461;11,33717;14,62462;17,39171;12,31984;17,20065;12,65674;18,0013;15,70158;17,66539;14,13441;14,72941;12,84537;14,09531;13,87205;11,45566;14,2778775;14,70983214;;;6;6;13,4;53,15;125,4;0,388067326;-0,640364616;-0,835629962;P16870;P16870;Carboxypeptidase E;CPE
12,52263;10,89461;14,65955;13,82254;13,0052;12,17192;18,24762;11,20941;14,53852;16,57039;15,00961;13,66589;13,07224;17,19979;14,43042;14,73611;13,46985;16,19181;12,56009;12,96855;18,32725;16,76785;16,85562;17,91368;17,39808;11,4448;17,10411;15,58883;11,68702;14,51089;13,25887;15,08713;19,04484;11,56349;13,39837;20,18966;14,38924208;15,15864214;;;7;7;30,6;31,73;323,31;0,363822062;-0,664721186;-0,794019849;P27105;P27105;Erythrocyte band 7 integral membrane protein;STOM
12,03033;16,22874;16,37475;12,47606;16,66331;16,97309;16,95356;16,33602;17,2039;13,23778;13,09364;16,81466;15,57299;16,71867;15,59844;15,33243;12,62135;15,08871;14,2727;13,51311;15,96824;10,89692;14,12517;16,36059;15,13214;12,9678;17,44152;16,28856;11,97653;13,01534;13,74874;15,39168;16,8124;14,162;20,33625;19,60816;14,93049958;15,61030929;;;3;3;12,6;25,357;8,4702;0,436643353;-0,665220607;-0,916432067;P28072;P28072;Proteasome subunit beta type-6;PSMB6
20,31285;21,53255;21,57639;21,28156;21,27105;21,64707;16,94421;19,47407;19,41846;14,77002;19,18403;21,27872;22,798;22,75116;22,16971;21,44081;22,14541;22,11439;21,79689;23,01966;21,4225;22,54764;21,76288;21,21567;23,65545;21,78919;23,36252;22,06865;23,48567;22,82456;13,88056;23,78626;21,10636;20,90713;15,55504;21,59094;20,18142167;21,46931357;;;53;53;29,8;262,62;323,31;0,390752662;-0,682148438;-0,840184037;P02751;P02751;"Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3";FN1
12,72353;11,88836;13,48419;16,35796;15,25857;17,62142;13,50475;14,11634;16,3148;13,51824;19,11116;13,25564;13,24876;13,77504;18,07201;18,81024;13,07182;17,90583;13,22331;19,21008;12,78298;16,00042;19,08809;19,47949;14,8322;19,5958;19,85297;18,33149;20,49795;20,28093;13,82693;16,93445;17,45675;18,28437;14,67677;15,32509;15,70690167;16,59645929;;;13;12;14,6;98,993;36,021;0,360161237;-0,716082183;-0,787657889;Q13822;Q13822;Ectonucleotide pyrophosphatase/phosphodiesterase family member 2;ENPP2
12,13758;10,55222;14,18543;12,91265;11,75878;14,94433;13,3508;13,31172;13,33907;13,79867;13,14261;13,31545;13,11322;16,87039;14,10349;14,13264;13,0767;12,77317;14,63538;16,6492;12,34404;14,56617;18,00668;16,20346;17,31469;18,31252;15,79814;15,85754;17,03896;13,27118;12,74183;11,42324;13,08044;14,12582;13,08965;13,85194;13,8535575;14,58962143;;;6;6;4,3;205,12;11,547;0,585509683;-0,731662199;-1,146211246;O15031;O15031;Plexin-B2;PLXNB2
12,76769;19,53442;12,26791;20,03819;18,61874;13,04321;11,72716;13,41632;18,20366;13,80514;15,24332;13,94349;13,84317;20,87207;15,71051;16,67649;13,47034;12,93923;13,14155;13,45326;13,11751;13,72806;17,48251;13,81192;17,5849;15,72672;12,40785;17,24785;18,55652;16,86762;12,65138;19,20677;13,82079;18,56796;13,2176;11,94284;14,74615542;15,68860143;;;4;3;31,7;12,957;48,15;0,367727224;-0,733407727;-0,800783105;"A0A075B6P5;P01615;A0A087WW87;P01614;A2NJV5;A0A0A0MRZ7";"A0A075B6P5;P01615;A0A087WW87;P01614";"Ig kappa chain V-II region FR;Ig kappa chain V-II region Cum";"IGKV2D-28;IGKV2-40"
11,25404;10,98794;12,97345;14,48445;13,1814;12,72309;11,466;12,04939;13,56359;12,44674;12,72487;14,79639;14,04969;15,81553;14,75641;16,14289;14,88723;15,35913;12,49662;16,17567;14,18711;11,49889;16,30631;13,89681;15,11101;15,04938;13,31836;16,40499;17,89918;13,73057;12,87029;18,02686;13,87714;17,12737;13,64485;13,28921;14,44968375;14,57996857;;;6;6;14,9;47,972;164,38;0,620645362;-0,741182086;-1,197153751;Q15113;Q15113;Procollagen C-endopeptidase enhancer 1;PCOLCE
16,65355;11,53776;20,17097;19,65941;18,79649;17,85963;19,57784;18,94017;23,08939;21,16956;19,47971;16,9506;11,81748;10,72051;16,97074;15,11341;20,31661;20,24226;11,2598;12,09084;14,54762;13,0689;14,40848;19,14485;14,06103;14,18654;16,54682;17,26114;20,29558;17,10575;19,2329;11,79539;16,3795;16,93215;16,385;10,78059;16,45296917;16,97154786;;;7;7;49,3;15,892;140,15;0,28153105;-0,746671751;-0,645461442;Q9NZT1;Q9NZT1;Calmodulin-like protein 5;CALML5
18,58721;12,51581;19,44144;19,18824;16,80801;18,82743;21,4894;17,21333;20,09081;18,96198;16,27709;18,52761;18,07838;19,48754;18,49977;18,87876;19,65884;17,34091;13,18561;12,05891;12,36781;12,18913;15,63211;13,23523;12,18159;10,72379;11,98939;10,57472;14,86795;13,10054;13,90957;16,71143;13,63776;12,66054;14,58993;12,42014;15,61097625;16,17644143;;;8;4;25,4;44,564;323,31;0,303680623;-0,747416911;-0,686653835;P29508;P29508;Serpin B3;SERPINB3
15,77985;12,76314;16,68058;17,26975;15,69794;17,69975;19,47023;17,27966;18,25751;17,61245;12,71708;14,3866;11,80013;15,3149;19,79867;14,18279;13,77908;14,02037;13,23365;15,45436;16,90466;15,94063;15,4244;12,25221;17,69629;11,04151;11,93587;14,96186;14,22792;12,77976;14,27109;14,95946;12,90177;11,92673;19,97841;15,75052;14,76169083;15,63014;;;6;6;12,4;49,364;9,0984;0,439975592;-0,751519445;-0,921857517;Q96QA5;Q96QA5;Gasdermin-A;GSDMA
